title,author,link,home,rss,date,timestamp
现代浏览器插件开发指南,Randy's Blog,https://lutaonan.com/blog/browser-extension-development-guide,https://lutaonan.com,https://lutaonan.com/rss.xml,2025-04-09,1744156800.0
我们高估了智力的重要性,Randy's Blog,https://lutaonan.com/blog/oi,https://lutaonan.com,https://lutaonan.com/rss.xml,2025-04-01,1743465600.0
我如何使用 Apple Notes 做笔记,Randy's Blog,https://lutaonan.com/blog/apple-notes-and-para,https://lutaonan.com,https://lutaonan.com/rss.xml,2025-02-09,1739059200.0
新 MacBook 的设置和软件,Randy's Blog,https://lutaonan.com/blog/2024-new-macbook-setup,https://lutaonan.com,https://lutaonan.com/rss.xml,2025-02-08,1738972800.0
2024: 在夜海中观望浪潮,Randy's Blog,https://lutaonan.com/blog/2024-summary,https://lutaonan.com,https://lutaonan.com/rss.xml,2024-12-28,1735344000.0
2024: 在夜海中观望浪潮,Randy's Blog,https://lutaonan.com/blog/2024-summary/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2024-12-28,1735344000.0
AI 和写作,Randy's Blog,https://lutaonan.com/blog/ai-writing/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2024-10-09,1728432000.0
AI 和写作,Randy's Blog,https://lutaonan.com/blog/ai-writing,https://lutaonan.com,https://lutaonan.com/rss.xml,2024-10-09,1728432000.0
「代码艺术家」不会被 AI 取代,Randy's Blog,https://lutaonan.com/blog/code-artists,https://lutaonan.com,https://lutaonan.com/rss.xml,2024-08-10,1723248000.0
「代码艺术家」不会被 AI 取代,Randy's Blog,https://lutaonan.com/blog/code-artists/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2024-08-10,1723248000.0
不上班的第一年,Randy's Blog,https://lutaonan.com/blog/a-year-off-work/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2024-05-14,1715644800.0
不上班的第一年,Randy's Blog,https://lutaonan.com/blog/a-year-off-work,https://lutaonan.com,https://lutaonan.com/rss.xml,2024-05-14,1715644800.0
在 Electron 中使用 SQLite 的最好方式,Randy's Blog,https://lutaonan.com/blog/electron-sqlite,https://lutaonan.com,https://lutaonan.com/rss.xml,2024-04-22,1713744000.0
在 Electron 中使用 SQLite 的最好方式,Randy's Blog,https://lutaonan.com/blog/electron-sqlite/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2024-04-22,1713744000.0
读《岩田先生：任天堂传奇社长如是说》,Randy's Blog,https://lutaonan.com/blog/yan-tian-xian-sheng,https://lutaonan.com,https://lutaonan.com/rss.xml,2024-01-05,1704412800.0
读《岩田先生：任天堂传奇社长如是说》,Randy's Blog,https://lutaonan.com/blog/yan-tian-xian-sheng/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2024-01-05,1704412800.0
读 React 18 文档有感,Randy's Blog,https://lutaonan.com/blog/read-react-18-doc,https://lutaonan.com,https://lutaonan.com/rss.xml,2024-01-04,1704326400.0
读 React 18 文档有感,Randy's Blog,https://lutaonan.com/blog/read-react-18-doc/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2024-01-04,1704326400.0
2023 年终总结: 和自己对话,Randy's Blog,https://lutaonan.com/blog/2023-summary,https://lutaonan.com,https://lutaonan.com/rss.xml,2023-12-22,1703203200.0
2023 年终总结: 和自己对话,Randy's Blog,https://lutaonan.com/blog/2023-summary/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2023-12-22,1703203200.0
开发一个浏览器插件在第三天卖出 1000 元,Randy's Blog,https://lutaonan.com/blog/my-extension-sold-1k-yuan/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2023-07-30,1690675200.0
开发一个浏览器插件在第三天卖出 1000 元,Randy's Blog,https://lutaonan.com/blog/my-extension-sold-1k-yuan,https://lutaonan.com,https://lutaonan.com/rss.xml,2023-07-30,1690675200.0
在清迈冥想学习 7 天后，我不再「追求」幸福,Randy's Blog,https://lutaonan.com/blog/7-days-meditation,https://lutaonan.com,https://lutaonan.com/rss.xml,2023-07-03,1688342400.0
在清迈冥想学习 7 天后，我不再「追求」幸福,Randy's Blog,https://lutaonan.com/blog/7-days-meditation/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2023-07-03,1688342400.0
复读和命运,Randy's Blog,https://lutaonan.com/blog/retake-and-destiny/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2023-06-10,1686355200.0
复读和命运,Randy's Blog,https://lutaonan.com/blog/retake-and-destiny,https://lutaonan.com,https://lutaonan.com/rss.xml,2023-06-10,1686355200.0
我的笔记管理法,Randy's Blog,https://lutaonan.com/blog/how-do-i-take-note,https://lutaonan.com,https://lutaonan.com/rss.xml,2023-05-13,1683936000.0
我的笔记管理法,Randy's Blog,https://lutaonan.com/blog/how-do-i-take-note/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2023-05-13,1683936000.0
28 岁，我还想生猛下去,Randy's Blog,https://lutaonan.com/blog/say-in-28/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2023-03-25,1679702400.0
28 岁，我还想生猛下去,Randy's Blog,https://lutaonan.com/blog/say-in-28,https://lutaonan.com,https://lutaonan.com/rss.xml,2023-03-25,1679702400.0
2022 年终总结,Randy's Blog,https://lutaonan.com/blog/2022-summary,https://lutaonan.com,https://lutaonan.com/rss.xml,2023-01-09,1673222400.0
2022 年终总结,Randy's Blog,https://lutaonan.com/blog/2022-summary/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2023-01-09,1673222400.0
做了 6 年程序员，我学到的 10 条经验,Randy's Blog,https://lutaonan.com/blog/things-i-learnt-after-6-years-as-software-engineer/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2022-09-20,1663632000.0
做了 6 年程序员，我学到的 10 条经验,Randy's Blog,https://lutaonan.com/blog/things-i-learnt-after-6-years-as-software-engineer,https://lutaonan.com,https://lutaonan.com/rss.xml,2022-09-20,1663632000.0
每个人都能用点正则表达式,Randy's Blog,https://lutaonan.com/blog/everyone-can-use-regexp/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2022-09-19,1663545600.0
读《九宫格写作法》,Randy's Blog,https://lutaonan.com/blog/read-grid-writing-method,https://lutaonan.com,https://lutaonan.com/rss.xml,2022-08-20,1660953600.0
读《九宫格写作法》,Randy's Blog,https://lutaonan.com/blog/read-grid-writing-method/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2022-08-20,1660953600.0
遗憾最小化框架 —— 如何做决定,Randy's Blog,https://lutaonan.com/blog/regret-minimization-framework/,https://lutaonan.com/,https://lutaonan.com/rss.xml,2022-05-29,1653838255.0
遗憾最小化框架 —— 如何做决定,Randy's Blog,https://lutaonan.com/blog/regret-minimization-framework,https://lutaonan.com,https://lutaonan.com/rss.xml,2022-05-01,1651363200.0
